Country,City,University,CV_team_name,CV_link,EV_team_name,EV_link,DV_team_name,DV_link
Poland,Warsaw,Warsaw University of Technology,WUT Racing Team,https://tid.fsg.one/204,Proton Dynamic,https://tid.fsg.one/980,,
Poland,Wrocław,Wroclaw University of Technology,PWR Racing Team,https://tid.fsg.one/272,PWR Racing Team Electric,https://tid.fsg.one/1258,PWR Racing Team Driverless,https://tid.fsg.one/1243
Portugal,Coimbra,Instituto Superior de Engenharia de Coimbra,phisec racing,https://tid.fsg.one/206,PHISEC Racing,https://tid.fsg.one/1274,,
Portugal,Leiria,Polytechnic Institute of Leiria,FSIPLeiria,https://tid.fsg.one/160,,,,
Portugal,Lisboa,Instituto Superior de Engenharia de Lisboa,ISEL Formula Student,https://tid.fsg.one/726,ISEL Formula Student,https://tid.fsg.one/881,,
Portugal,Lisboa,Universidade de Lisboa - Instituto Superior Técnico,Projecto FST ,https://tid.fsg.one/19,FST Lisboa,https://tid.fsg.one/320,FST Lisboa Driverless,https://tid.fsg.one/1098
Portugal,Lisboa,Universidade Independente,WRL-Combustion,https://fs-world.org/p2.php?u=528&c=1,,,,
Portugal,Lisboa,Universidade NOVA de Lisboa,FSFCT,https://tid.fsg.one/1223,,,,
Puerto Rico,Aguadilla,Universidad Interamericana de Puerto Rico,WRL-Combustion,https://fs-world.org/p2.php?u=262&c=1,,,,
Puerto Rico,Gurabo,Ana G. Méndez University - Gurabo,WRL-Combustion,https://fs-world.org/p2.php?u=714&c=1,,,,
Puerto Rico,Mayagüez,Recinto Universitario de Mayagüez,WRL-Combustion,https://fs-world.org/p2.php?u=889&c=1,,,,
Puerto Rico,San Juan,Polytechnic University of Puerto Rico,WRL-Combustion,https://fs-world.org/p2.php?u=330&c=1,,,,
Puerto Rico,San Juan,University of Puerto Rico,WRL-Combustion,https://fs-world.org/p2.php?u=438&c=1,,,,
Qatar,Doha,Qatar University (Doha),Alfares,https://tid.fsg.one/540,,,,
Qatar,Doha,Texas A&M University at Qatar (Doha),,,TAMUQrex,https://tid.fsg.one/917,,
Romania,Brasov,Universitatea Transilvania din Braşov,BlueStreamline,https://tid.fsg.one/200,Electric Kronstadt,https://tid.fsg.one/293,,
Romania,Bucharest,University Politehnica Of Bucharest,UPB Drive,https://tid.fsg.one/1063,,,,
Romania,Cluj-Napoca,Technical University of Cluj-Napoca,,,ART TU Cluj-Napoca,https://tid.fsg.one/1255,,
Romania,Iasi,"The ""Gheorghe Asachi"" Technical University of Iasi",T.U.Iasi Racing Team,https://tid.fsg.one/362,,,,
Romania,Timișoara,Universitatea Politehnica Timișoara,UPT Racing Team,https://tid.fsg.one/944,,,,
Russia,Belgorod,Belgorod state technological university named after V. G. Shukhov,Shukhov Racing Team,https://tid.fsg.one/757,SRT Electric,https://tid.fsg.one/1029,SRT Driverless,https://tid.fsg.one/1023
Russia,Chelyabinsk,South Ural State University,Heart of Ural,https://tid.fsg.one/454,FS SUSU,https://tid.fsg.one/1276,,
Russia,Cherepovets,Cherepovets State University,Chsu Racing Team,https://tid.fsg.one/1052,,,,
Russia,Ekaterinburg,Ural State University of Railway Transport,Usurt,https://tid.fsg.one/566,USURT electric,https://tid.fsg.one/1249,,
Russia,Moscow,Bauman Moscow State Technical University,Bauman Racing,https://tid.fsg.one/431,Bauman Racing Team,https://tid.fsg.one/1247,Bauman Racing Team,https://tid.fsg.one/1129
Russia,Moscow,Moscow Polytechnic University,FDR Moscow,https://tid.fsg.one/115,,,,
Russia,Moscow,Moscow State Automobile & Road Technical University - MADI,Formula Student MADI,https://tid.fsg.one/53,Formula Electric MADI,https://tid.fsg.one/543,Formula MADI,https://tid.fsg.one/1244
Russia,Moscow,Moscow State University of Instrument Engineering and Computer Science,Formula MGUPI,https://tid.fsg.one/392,,,,
Russia,Moscow,National Research University - Moscow Power Engineering Institute (Moscow),,,MPEI Racing ,https://tid.fsg.one/1203,,
Russia,Moscow,Peoples' Friendship University of Russia,FS RUDN,https://tid.fsg.one/537,,,,
Russia,Moscow,Skolkovo Institute of Science and Technology (Moscow),,,FS Skoltech,https://tid.fsg.one/1136,,
Russia,Nizhny Novgorod,Nizhny Novgorod State Technical University,AMIgo,https://tid.fsg.one/541,,,,
Russia,St. Petersburg,Peter the Great St. Petersburg Polytechnic University,Polytech North Capital Motorsport,https://tid.fsg.one/754,,,,
Russia,Togliatti,Togliatti State University,Togliatti Racing Team,https://tid.fsg.one/178,Togliatti Racing Team EV,https://tid.fsg.one/1273,,
Russia,Tyumen,Tyumen Industrial University,Neftegaz Engineering,https://tid.fsg.one/523,,,,
Russia,Ufa,Ufa State Aviation Technical University,UGATU Racing Team,https://tid.fsg.one/1207,,,,
Russia,Voronezh,Voronezh State Technical University,Voronezh Racing Technologies Formula Student Team,https://tid.fsg.one/1209,,,,
Saudi Arabia,Jiddah,King Abdulaziz University-Jeddah,Jeddah Formula Racing,https://tid.fsg.one/102,,,,
Saudi Arabia,Riyadh,Alfaisal University,Haizum,https://tid.fsg.one/1237,,,,
Saudi Arabia,Riyadh,King Saud University (Riyadh),King Saud University Formula team,https://tid.fsg.one/1086,,,,
Serbia,Belgrade,University of Belgrade (Универзитет у Београду),Road Arrow Combustion Team,https://tid.fsg.one/548,Road Arrow Electric Team,https://tid.fsg.one/1143,,
Singapore,Singapore,Nanyang Technological University,Nanfesu TU,https://tid.fsg.one/825,,,,
Singapore,Singapore,National University of Singapore,WRL-Combustion,https://fs-world.org/p2.php?u=346&c=1,,,,
Slovakia,Bratislava,Slovak University of Technology in Bratislava,AM Team,https://tid.fsg.one/138,STUBA Green Team,https://tid.fsg.one/228,STUBA Green Team Driverless,https://tid.fsg.one/971
Slovenia,Ljubljana,University of Ljubljana,Superior Engineering - Formula student Team Ljubljana,https://tid.fsg.one/722,Superior Engineering FS Ljubljana,https://tid.fsg.one/873,,
Slovenia,Maribor,University of Maribor,UNI Maribor Grand Prix Engineering,https://tid.fsg.one/372,,,UNI Maribor Grand Prix Engineering,https://tid.fsg.one/895
South Africa,Cape Town,Cape Peninsula University of Technology,Cape Speed,https://tid.fsg.one/762,,,,
South Africa,Port Elizabeth,Nelson Mandela Metropolitan University (Port Elizabeth),NMMU Racing,https://tid.fsg.one/210,NMMU Racing,https://tid.fsg.one/544,,
South Korea,Asan,Hoseo University,WRL-Combustion,https://fs-world.org/p2.php?u=254&c=1,,,,
South Korea,Cheonan,Korea University of Technology and Education,WRL-Combustion,https://fs-world.org/p2.php?u=277&c=1,,,,
South Korea,Cheongju,Chungbuk National University,ABC ,https://tid.fsg.one/1075,,,,
South Korea,Gumi,Kumoh National Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=278&c=1,,,,
South Korea,Gunsan,Kunsan National University,WRL-Combustion,https://fs-world.org/p2.php?u=279&c=1,,,,
South Korea,Gyeongsan,Yeungnam University College,,,CMDM Racing,https://tid.fsg.one/530,,
South Korea,Seoul,Hanyang University (Seoul),WRL-Combustion,https://fs-world.org/p2.php?u=1273&c=1,,,,
South Korea,Seoul,Kookmin University,Kookmin Racing,https://tid.fsg.one/302,,,,
South Korea,Seoul,Seoul National University of Science and Technology,WRL-Combustion,https://fs-world.org/p2.php?u=837&c=1,,,,
South Korea,Suwon,Ajou University (Suwon),WRL-Combustion,https://fs-world.org/p2.php?u=1041&c=1,,,,
South Korea,Ulsan,University of Ulsan,,,TeamEKT,https://tid.fsg.one/350,,
Spain,Arrasate,Mondragon Unibertsitatea (Arrasate),,,eMUF,https://tid.fsg.one/1114,,
Spain,Barcelona,Escola d'Enginyeria de Barcelona Est. EEBE,,,e-Tech Racing,https://tid.fsg.one/791,e-Tech Racing,https://tid.fsg.one/1262
Spain,Barcelona,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,ETSEIB Motorsport,https://tid.fsg.one/158,BCN eMotorsport,https://tid.fsg.one/365,BCN eMotorsport DV,https://tid.fsg.one/970
Spain,Barcelona,Escola Universitària Salesiana de Sarrià (UAB),EUSS Motorsport,https://tid.fsg.one/908,,,,
Spain,Bilbao,University of the Basque Country,Formula Student Bizkaia,https://tid.fsg.one/488,Formula Student Bizkaia,https://tid.fsg.one/412,,
Spain,Cartagena,Universidad Politécnica de Cartagena,UPCT Racing Team,https://tid.fsg.one/1038,,,,
Spain,Castellón de la Plana,Universitat Jaume I (Castellón de la Plana),UJI Motorsport FS Team,https://tid.fsg.one/712,,,,
Spain,Ciudad Real,Universidad de Castilla-La Mancha,UCLM Racing Team,https://tid.fsg.one/746,Toletvm Electric Racing,https://tid.fsg.one/832,,
Spain,Girona,Universitat de Girona,,,UdG Racing Team,https://tid.fsg.one/815,,
Spain,Leganés,University Carlos III of Madrid (Leganés),MAD Formula Team,https://tid.fsg.one/706,eMAD Formula Team,https://tid.fsg.one/1100,dMAD Formula Team,https://tid.fsg.one/1252
Spain,León,Universidad de León,RACING TEAM UNIVERSIDAD DE LEON,https://tid.fsg.one/1124,,,,
Spain,Madrid,Universidad Francisco de Vitoria (Madrid),UFV Racing Team,https://tid.fsg.one/1059,,,,
Spain,Madrid,Universidad Politécnica de Madrid (UPM),UPM Racing,https://tid.fsg.one/35,UPM Racing,https://tid.fsg.one/376,,
Spain,Madrid,Universidad Pontificia Comillas (Madrid),,,ISC Formula Student Racing Team,https://tid.fsg.one/983,,
Spain,Madrid,University of Alcalá,,,,,RobeSafe,https://tid.fsg.one/1181
Spain,Málaga,University of Malaga,Malaga Racing Team ,https://tid.fsg.one/1028,,,,
Spain,Manresa,Escola Politècnica Superior d'Enginyeria de Manresa,Dynamics UPC Manresa,https://tid.fsg.one/963,,,,
Spain,Móstoles,Universidad Rey Juan Carlos (Móstoles),U Motorsport,https://tid.fsg.one/767,,,Driverless Ü Motorsport,https://tid.fsg.one/1251
Spain,Oviedo,Universidad de Oviedo,,,ImpulsEracing Formula Student Team,https://tid.fsg.one/716,,
Spain,Puerto Real,University of Cadiz (Puerto Real),Formula Gades,https://tid.fsg.one/876,Formula Gades E,https://tid.fsg.one/1257,,
Spain,San Cristóbal de La Laguna,University of La Laguna,,,FSULL-Dynamics,https://tid.fsg.one/1125,,
Spain,San Sebastián,TECNUN - University of Navarra (San Sebastián),Tecnun Motorsport,https://tid.fsg.one/202,Tecnun eRacing,https://tid.fsg.one/391,,
Spain,Sevilla,University of Seville,ARUSc,https://tid.fsg.one/610,ARUSe,https://tid.fsg.one/875,ARUSd,https://tid.fsg.one/1260
Spain,Terrassa,"Escola Superior d'Enginyeries Industrial, Aeroespacial i Audiovisual de Terrassa (UPC)",,,UPC ecoRacing,https://tid.fsg.one/322,UPC ecoRacing - Driverless,https://tid.fsg.one/1232
Spain,Valéncia,Universitat Politécnica de Valéncia,FSUPV Team,https://tid.fsg.one/605,,,,
Spain,Valladolid,University of Valladolid,Pisuerga Sport - FS Universidad de Valladolid,https://tid.fsg.one/659,,,,
Spain,Vic,Universitat de Vic - Universitat Central de Catalunya,,,UTRON Racing Team,https://tid.fsg.one/1073,,
Spain,Vigo,Universidad de Vigo,UVigo Motorsport,https://tid.fsg.one/676,,,,
Spain,Vilanova i la Geltrú,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,WRL-Combustion,https://fs-world.org/p2.php?u=982&c=1,,,,
Spain,Villaviciosa de Odón,Universidad Europea de Madrid,Formula UEM,https://tid.fsg.one/209,,,,
Spain,Vitoria,Vitoria-University of the Basque Country,,,FS Vitoria,https://tid.fsg.one/1055,,
Sri Lanka,Moratuwa,Ceylon-German Technical Training Institute,WRL-Combustion,https://fs-world.org/p2.php?u=598&c=1,,,,
Sri Lanka,Moratuwa,University of Moratuwa,,,Falcon E Racing ,https://tid.fsg.one/888,,
Sweden,Göteborg,Chalmers University of Technology (Göteborg),Chalmers Formula Student,https://tid.fsg.one/123,Chalmers Formula Student,https://tid.fsg.one/647,Chalmers Formula Student Driverless,https://tid.fsg.one/863
Sweden,Karlstad,Karlstad University,Clear River Racing,https://tid.fsg.one/283,Clear River Racing,https://tid.fsg.one/1200,,
Sweden,Linköping,Linköping University,LiU Formula Student,https://tid.fsg.one/639,LiU Formula Student,https://tid.fsg.one/1219,,
Sweden,Luleå,Luleå University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=296&c=1,,,,
Sweden,Lund,Lund University,Lund Formula Student,https://tid.fsg.one/172,Lund Formula Student,https://tid.fsg.one/1049,Lund Formula Student,https://tid.fsg.one/1235
Sweden,Stockholm,KTH Royal Institute of Technology (Stockholm),KTH Racing,https://tid.fsg.one/71,KTH Formula Student,https://tid.fsg.one/249,KTH Formula Student Driverless,https://tid.fsg.one/919
Switzerland,Biel,Bern University of Applied Sciences,,,Bern Formula Student,https://tid.fsg.one/664,,
Switzerland,Lausanne,École Polytechnique Fédérale de Lausanne,,,EPFL Racing Team,https://tid.fsg.one/976,EPFL Racing Team - Driverless,https://tid.fsg.one/1186
Switzerland,Winterthur,Zürcher Hochschule für Angewandte Wissenschaften,,,Formula Student ZHAW,https://tid.fsg.one/1094,Formula Student ZHAW Driverless,https://tid.fsg.one/1193
Switzerland,Zürich,ETH Zürich,Akademischer Motorsportverein Zürich,https://tid.fsg.one/97,AMZ Racing Team,https://tid.fsg.one/248,AMZ Driverless,https://tid.fsg.one/785
Taiwan,Hsinchu,National Tsing Hua University (Hsinchu),NTHU Racing,https://tid.fsg.one/864,NTHU RACING,https://tid.fsg.one/1231,,
Taiwan,Tainan,National Cheng Kung University,,,WRL-Electric,https://fs-world.org/p2.php?u=1274&c=2,,
Taiwan,Taipei,National Taipei University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=1044&c=1,WRL-Electric,https://fs-world.org/p2.php?u=1044&c=2,,
Taiwan,Yongkang,Southern Taiwan University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=373&c=1,,,,
Thailand,Bangkok,Chulalongkorn University (Bangkok),WRL-Combustion,https://fs-world.org/p2.php?u=672&c=1,,,,
Thailand,Bangkok,Kasetsart University,Dongtaan racing,https://tid.fsg.one/402,,,,
Thailand,Bangkok,King Mongkut's Institute of Technology Ladkrabang (Bangkok),INITIAL,https://tid.fsg.one/517,,,,
Thailand,Bangkok,King Mongkut's University of Technology Thonburi,Black Pearl,https://tid.fsg.one/240,,,,
Thailand,Bangkok,Siam University,WRL-Combustion,https://fs-world.org/p2.php?u=729&c=1,,,,
Thailand,Bangkok,Thai-Nichi Institute of Technology,CarreraZ,https://tid.fsg.one/262,,,,
Thailand,Chiang Mai,Maejo University,WRL-Combustion,https://fs-world.org/p2.php?u=911&c=1,,,,
Thailand,Chonburi,Kasetsart University Sriracha campus,Green KUSRC III,https://tid.fsg.one/214,,,,
Thailand,Songkhla,Prince of Songkla University (Songkhla),Lookprabida,https://tid.fsg.one/571,,,,
Turkey,Adana,Çukurova University (Adana),Cukurova Racing,https://tid.fsg.one/931,,,,
Turkey,Ankara,Çankaya University (Ankara),Cankaya Hornet Racing,https://tid.fsg.one/1239,,,,
Turkey,Ankara,Gazi University (Ankara),GaziTech,https://tid.fsg.one/559,,,,
Turkey,Ankara,Hacettepe University (Ankara),Hacettepe Racing,https://tid.fsg.one/759,,,,
Turkey,Ankara,Middle East Technical University (Ankara),METU Formula Racing,https://tid.fsg.one/860,METU Formula E-Racing,https://tid.fsg.one/1212,METU Formula Racing Driverless,https://tid.fsg.one/1211
Turkey,Bursa,Uludağ University,Uludag Racing,https://tid.fsg.one/406,,,,
Turkey,Elazığ,Fırat University (Elazığ),Firat Racing,https://tid.fsg.one/750,FIRAT RACING,https://tid.fsg.one/727,,
Turkey,Erzurum,Ataturk University,AtaUni Racing,https://tid.fsg.one/810,,,,
Turkey,Istanbul,Istanbul Technical University,TU Istanbul Racing,https://tid.fsg.one/295,Beelectric,https://tid.fsg.one/900,,
Turkey,Istanbul,Yıldız Technical University (Istanbul),YTU Racing,https://tid.fsg.one/691,YTU Racing,https://tid.fsg.one/1022,,
Turkey,Kayseri,Erciyes University (Kayseri),,,ERURacing,https://tid.fsg.one/1027,,
Turkey,Kayseri,Meliksah University,Meliksah Racing,https://tid.fsg.one/736,,,,
Turkey,Kocaeli,University of Kocaeli,KouFormula,https://tid.fsg.one/1131,KOU Racing,https://tid.fsg.one/1205,,
Ukraine,Kiev,"National Technical University of Ukraine ""Kyiv Polytechnic Institute"" (Kiev)",Formula Student KPI,https://tid.fsg.one/682,,,,
Ukraine,Odessa,Odessa Polytechnic National State University,Formula Student ONPU,https://tid.fsg.one/439,Formula Electric ONPU,https://tid.fsg.one/1264,,
United Arab Emirates,Abu Dhabi,Khalifa University (Abu Dhabi),Omran Altunaiji,https://tid.fsg.one/674,abu dhabi car group,https://tid.fsg.one/1118,,
United Arab Emirates,Dubai,Birla Institute of Science and Technology Pilani - Dubai,Gear Shifters,https://tid.fsg.one/702,,,,
United Kingdom,Aberdeen,University of Aberdeen,TAU Racing,https://tid.fsg.one/1145,,,,
United Kingdom,Bath,University of Bath,Team Bath Racing,https://tid.fsg.one/120,Team Bath Racing Electric,https://tid.fsg.one/886,,
United Kingdom,Belfast,Queen's University Belfast,Queen's Formula Racing,https://tid.fsg.one/162,,,,
United Kingdom,Belfast,University of Ulster (Belfast),University of Ulster,https://tid.fsg.one/67,,,,
United Kingdom,Birmingham,Aston University,WRL-Combustion,https://fs-world.org/p2.php?u=179&c=1,,,,
United Kingdom,Birmingham,Birmingham City University,WRL-Combustion,https://fs-world.org/p2.php?u=651&c=1,,,,
United Kingdom,Birmingham,University of Birmingham,UBRacing,https://tid.fsg.one/111,,,,
United Kingdom,Brighton,University of Brighton,WRL-Combustion,https://fs-world.org/p2.php?u=1271&c=1,,,,
United Kingdom,Brighton,University of Sussex,WRL-Combustion,https://fs-world.org/p2.php?u=530&c=1,,,,
United Kingdom,Bristol,University of Bristol,,,WRL-Electric,https://fs-world.org/p2.php?u=1028&c=2,,
United Kingdom,Bristol,University of the West of England,UWE Formula Student,https://tid.fsg.one/1061,,,,
United Kingdom,Cambridge,University of Cambridge,Full Blue Racing,https://tid.fsg.one/81,,,,
United Kingdom,Cardiff,"Cardiff University, Wales",Cardiff Racing,https://tid.fsg.one/63,,,,
United Kingdom,Coventry,Coventry University,Phoenix Racing,https://tid.fsg.one/122,Pheonix Racing,https://tid.fsg.one/630,,
United Kingdom,Coventry,University of Warwick (Coventry),Warwick Racing,https://tid.fsg.one/602,,,Warwickwasps,https://tid.fsg.one/1154
United Kingdom,Derby,University of Derby,WRL-Combustion,https://fs-world.org/p2.php?u=954&c=1,,,,
United Kingdom,Dundee,University of Dundee,Will,https://tid.fsg.one/386,,,,
United Kingdom,Edinburgh,Heriot-Watt University,WRL-Combustion,https://fs-world.org/p2.php?u=652&c=1,,,,
United Kingdom,Edinburgh,University of Edinburgh,Edinburgh University Formula Student,https://tid.fsg.one/1067,,,Edinburgh University Formula Student,https://tid.fsg.one/1071
United Kingdom,Exeter,University of Exeter,WRL-Combustion,https://fs-world.org/p2.php?u=842&c=1,,,,
United Kingdom,Glasgow ,University of Glasgow,UGRacing,https://tid.fsg.one/1026,,,,
United Kingdom,Glasgow,University of Strathclyde (Glasgow),University of Strathclyde Motorsport,https://tid.fsg.one/57,University of Strathclyde Motorsport,https://tid.fsg.one/1202,,
United Kingdom,Guildford,University of Surrey (Guildford),,,Team SURTES,https://tid.fsg.one/808,,
United Kingdom,Hamilton,University of the West of Scotland,Bell Racing,https://tid.fsg.one/104,,,,
United Kingdom,Hatfield,University Of Hertfordshire (Hatfield),University Of Hertfordshire,https://tid.fsg.one/132,University of Hertfordshire,https://tid.fsg.one/257,,
United Kingdom,Huddersfield,University of Huddersfield,Team HARE,https://tid.fsg.one/150,,,,
United Kingdom,Hull,University of Hull,WRL-Combustion,https://fs-world.org/p2.php?u=785&c=1,,,,
United Kingdom,Kingston,Kingston University,Kingston Racing,https://tid.fsg.one/1048,KU Motorsports,https://tid.fsg.one/721,,
United Kingdom,Lancaster,Lancaster  University,Lancaster Racing,https://tid.fsg.one/56,,,,
United Kingdom,Leeds,University of Leeds,Leeds Gryphon Racing,https://tid.fsg.one/220,,,,
United Kingdom,Leicester,De Montfort University,WRL-Combustion,https://fs-world.org/p2.php?u=955&c=1,,,,
United Kingdom,Leicester,University of Leicester,,,WRL-Electric,https://fs-world.org/p2.php?u=956&c=2,,
United Kingdom,Liverpool,Liverpool John Moores University,LJMU Racing Team,https://tid.fsg.one/364,LJMU e-Racing Team,https://tid.fsg.one/1017,,
United Kingdom,Liverpool,University of Liverpool,University of Liverpool Motorsport,https://tid.fsg.one/389,,,,
United Kingdom,London,City University London,WRL-Combustion,https://fs-world.org/p2.php?u=217&c=1,,,,
United Kingdom,London,Imperial College London,,,Imperial Formula Racing,https://tid.fsg.one/1109,,
United Kingdom,London ,Queen Mary University of London,WRL-Combustion,https://fs-world.org/p2.php?u=1075&c=1,,,,
United Kingdom,London,University College London,WRL-Combustion,https://fs-world.org/p2.php?u=470&c=1,,,,
United Kingdom,Loughborough,Loughborough University,LUMotorsport,https://tid.fsg.one/58,LUMotorsport,https://tid.fsg.one/1097,,
United Kingdom,Manchester,Manchester Metropolitan University,MMU Racing,https://tid.fsg.one/469,,,,
United Kingdom,Manchester,University of Manchester,University of Manchester Formula Student,https://tid.fsg.one/763,,,,
United Kingdom,Newcastle,Newcastle University,WRL-Combustion,https://fs-world.org/p2.php?u=348&c=1,WRL-Electric,https://fs-world.org/p2.php?u=348&c=2,,
United Kingdom,Northampton,University of Northampton,WRL-Combustion,https://fs-world.org/p2.php?u=901&c=1,,,,
United Kingdom,Nottingham,University of Nottingham,,,,,E-NOTT Autonomous Driving,https://tid.fsg.one/1170
United Kingdom,Oxford,Oxford Brookes University,Oxford Brookes Racing,https://tid.fsg.one/42,Oxford Brookes Racing,https://tid.fsg.one/290,Oxford Brookes Racing Autonomous,https://tid.fsg.one/1157
United Kingdom,Portsmouth,University of Portsmouth,Formula Student Portsmouth,https://tid.fsg.one/474,,,,
United Kingdom,Preston,University of Central Lancashire,Formula UCLAN,https://tid.fsg.one/164,,,,
United Kingdom,Salford,University of Salford,WRL-Combustion,https://fs-world.org/p2.php?u=1272&c=1,,,,
United Kingdom,Sheffield,Sheffield Hallam University,WRL-Combustion,https://fs-world.org/p2.php?u=366&c=1,,,,
United Kingdom,Sheffield,University of Sheffield,Sheffield Formula Racing,https://tid.fsg.one/892,,,,
United Kingdom,Southampton,University of Southampton,SUFST,https://tid.fsg.one/710,SUFST,https://tid.fsg.one/1269,,
United Kingdom,Staffordshire,Staffordshire University,WRL-Combustion,https://fs-world.org/p2.php?u=1204&c=1,,,,
United Kingdom,Sunderland,University of Sunderland,WRL-Combustion,https://fs-world.org/p2.php?u=494&c=1,,,,
United Kingdom,Swansea,Swansea University,Swansea University Race Engineering,https://tid.fsg.one/70,,,,
United Kingdom,Swansea,University of Wales Trinity Saint David,SMU Racing,https://tid.fsg.one/169,,,,
United Kingdom,Uxbridge,Brunel University London (Uxbridge),Brunel Racing,https://tid.fsg.one/109,Brunel Racing Electric,https://tid.fsg.one/1041,,
United Kingdom,Wolverhampton,University of Wolverhampton,asda,https://tid.fsg.one/985,,,,
United Kingdom,Wrexham,North East Wales Institute of Higher Education,WRL-Combustion,https://fs-world.org/p2.php?u=349&c=1,,,,
United States,Akron,The University of Akron,Zips Racing,https://tid.fsg.one/354,,,,
United States,Albuquerque,University of New Mexico,WRL-Combustion,https://fs-world.org/p2.php?u=431&c=1,,,,
United States,Allendale,Grand Valley State University (Allendale),WRL-Combustion,https://fs-world.org/p2.php?u=1019&c=1,,,,
United States,Ames,Iowa State University,WRL-Combustion,https://fs-world.org/p2.php?u=263&c=1,,,,
United States,Ann Arbor,University of Michigan - Ann Arbor (Ann Arbor),MRacing,https://tid.fsg.one/175,,,,
United States,Annapolis,United States Naval Academy,WRL-Combustion,https://fs-world.org/p2.php?u=399&c=1,,,,
United States,Arlington,University of Texas at Arlington,UTA Racing,https://tid.fsg.one/622,UTA Racing,https://tid.fsg.one/699,,
United States,Asheville,University of North Carolina at Asheville,,,WRL-Electric,https://fs-world.org/p2.php?u=1070&c=2,,
United States,Athens,University of Georgia (Athens),WRL-Combustion,https://fs-world.org/p2.php?u=1267&c=1,,,,
United States,Atlanta,Georgia Institute of Technology,GT Motorsports,https://tid.fsg.one/1175,,,,
United States,Auburn,Auburn University,War Eagle Motorsports,https://tid.fsg.one/40,War Eagle Motorsports,https://tid.fsg.one/765,War Eagle Motorsports,https://tid.fsg.one/777
United States,Austin,University of Texas at Austin,Longhorn Racing,https://tid.fsg.one/313,Longhorn Racing Electric,https://tid.fsg.one/1185,,
United States,Baton Rouge,Louisiana State University,TigerRacing,https://tid.fsg.one/1160,,,,
United States,Bellingham,Western Washington University,Western Washington University Formula SAE,https://tid.fsg.one/270,,,,
United States,Berkeley,"University of California, Berkeley",,,,,Berkeley Formula Racing,https://tid.fsg.one/1167
United States,Bethlehem,Lehigh University,WRL-Combustion,https://fs-world.org/p2.php?u=290&c=1,,,,
United States,Big Rapids,Ferris State University,WRL-Combustion,https://fs-world.org/p2.php?u=242&c=1,,,,
United States,Binghamton,Binghamton University,WRL-Combustion,https://fs-world.org/p2.php?u=181&c=1,,,,
United States,Birmingham,University of Alabama at Birmingham,WRL-Combustion,https://fs-world.org/p2.php?u=404&c=1,,,,
United States,Blacksburg,Virginia Polytechnic Institute and State University,WRL-Combustion,https://fs-world.org/p2.php?u=508&c=1,WRL-Electric,https://fs-world.org/p2.php?u=508&c=2,,
United States,Boca Raton,Florida Atlantic University,WRL-Combustion,https://fs-world.org/p2.php?u=243&c=1,,,,
United States,Boulder,University of Colorado at Boulder,WRL-Combustion,https://fs-world.org/p2.php?u=413&c=1,,,,
United States,Bozeman,Montana State University - Bozeman,WRL-Combustion,https://fs-world.org/p2.php?u=314&c=1,,,,
United States,Brookings,South Dakota State University,WRL-Combustion,https://fs-world.org/p2.php?u=372&c=1,,,,
United States,Brooklyn,Polytechnic Institute of New York University,WRL-Combustion,https://fs-world.org/p2.php?u=329&c=1,,,,
United States,Buffalo,State University of New York at Buffalo,WRL-Combustion,https://fs-world.org/p2.php?u=379&c=1,,,,
United States,Cambridge,Massachusetts Institute of Technology (Cambridge),,,,,MIT Driverless,https://tid.fsg.one/956
United States,Carbondale,Southern Illinois University Carbondale,WRL-Combustion,https://fs-world.org/p2.php?u=376&c=1,,,,
United States,Cedarville,Cedarville University,WRL-Combustion,https://fs-world.org/p2.php?u=195&c=1,,,,
United States,Charlotte,Central Piedmont Community College,WRL-Combustion,https://fs-world.org/p2.php?u=212&c=1,,,,
United States,Charlotte,University of North Carolina at Charlotte,WRL-Combustion,https://fs-world.org/p2.php?u=432&c=1,,,,
United States,Chicago,University of Illinois at Chicago,WRL-Combustion,https://fs-world.org/p2.php?u=564&c=1,,,,
United States,Chico,"California State University, Chico",WRL-Combustion,https://fs-world.org/p2.php?u=895&c=1,,,,
United States,Cincinnati,University of Cincinnati,Bearcat Motorsports,https://tid.fsg.one/131,,,,
United States,Clemson,Clemson University,WRL-Combustion,https://fs-world.org/p2.php?u=219&c=1,,,,
United States,Cleveland,Case Western Reserve University,WRL-Combustion,https://fs-world.org/p2.php?u=194&c=1,,,,
United States,Cleveland,Cleveland State University,WRL-Combustion,https://fs-world.org/p2.php?u=220&c=1,,,,
United States,College Park,University of Maryland,,,,,REZOOM,https://tid.fsg.one/1166
United States,College Station,Texas A&M University,WRL-Combustion,https://fs-world.org/p2.php?u=386&c=1,,,,
United States,Colorado Springs,United States Air Force Academy,WRL-Combustion,https://fs-world.org/p2.php?u=402&c=1,,,,
United States,Columbia,University of Missouri,Mizzou Racing,https://tid.fsg.one/478,Mizzou Eco Racing,https://tid.fsg.one/1161,,
